字,音,反切,聲母,韻母,聲調,開合口,攝,等第,,,,,,,,,,,,,,,,,,,i
頭,diu2 deu2,度侯,定,侯,平,开,流,一等,詩韻判斷應有diu音 方岳?饭牛,,,,,,,,,,,,,,,,,,
漢,hang6,呼旰,曉,寒,去,开,山,一等,,,,,,,,,,,,,,,,,,,
寧,nian2 nian5,乃定,泥,青,平,开,梗,四等,,,,,,,,,,,,,,,,,,,
寧,nian5,乃定,泥,青,去,开,梗,四等,,,,,,,,,,,,,,,,,,,
穴,iuat7,胡決,匣,屑,入,合,山,四等,,,,,,,,,,,,,,,,,,,
它,tha1,託何,透,歌,平,开,果,一等,,,,,,,,,,,,,,,,,,,
討,thau4,他浩,透,豪,上,开,效,一等,,,,,,,,,,,,,,,,,,,
寫,sia4,悉姐,心,麻,上,开,假,三等,,,,,,,,,,,,,,,,,,,
讓,njoong5,人樣,日,陽,去,开,宕,三等,,,,,,,,,,,,,,,,,,,
禮,lei3,盧啓,來,齊,上,开,蟹,四等,,,,,,,,,,,,,,,,,,,
訓,hun6,許運,曉,文,去,合,臻,三等,,,,,,,,,,,,,,,,,,,
必,bit8,卑吉,幫,質,入,开,臻,重钮四等,,,,,,,,,,,,,,,,,,,
議,ngi5,宜寄,疑,支,去,开,止,重钮三等,,,,,,,,,,,,,,,,,,,
訊,sen6,息晉,心,真,去,开,臻,三等,,,,,,,,,,,,,,,,,,,
記,gi6,居吏,見,之,去,开,止,三等,,,,,,,,,,,,,,,,,,,
永,iuan4,于憬,云,庚,上,合,梗,三等,,,,,,,,,,,,,,,,,,,
司,si1,息兹,心,之,平,开,止,三等,,,,,,,,,,,,,,,,,,,
尼,ni2,息兹,娘,脂,平,开,止,三等,,,,,,,,,,,,,,,,,,,
民,mjen2,彌鄰,明,真,平,开,臻,重钮四等,,,,,,,,,,,,,,,,,,,
出,tshuit7,赤律,昌,術,入,合,臻,三等,,,,,,,,,,,,,,,,,,,
遼,lio2,落蕭,來,蕭,平,开,效,四等,,,,,,,,,,,,,,,,,,,
奶,nai3,奴蟹,娘,佳,上,开,蟹,二等,,,,,,,,,,,,,,,,,,,
奴,no2,乃都,泥,模,平,合,遇,一等,,,,,,,,,,,,,,,,,,,
加,ga1,古牙,見,麻,平,开,假,二等,,,,,,,,,,,,,,,,,,,
召,dzieu6,直照,澄,宵,去,开,效,三等,,,,,,,,,,,,,,,,,,,
皮,bi2,符羈,並,支,平,开,止,重钮三等,,,,,,,,,,,,,,,,,,,
邊,bien1,布玄,幫,先,平,开,山,四等,,,,,,,,,,,,,,,,,,,
發,fuat7,方伐,非,月,入,合,山,三等,,,,,,,,,,,,,,,,,,,
孕,iuan6,以證,以,蒸,去,开,曾,三等,,,,,,,,,,,,,,,,,,,
聖,san6,式正,書,清,去,开,梗,三等,,,,,,,,,,,,,,,,,,,
對,duai6,都隊,端,灰,去,合,蟹,一等,,,,,,,,,,,,,,,,,,,
臺,dai2,堂來,定,咍,平,开,蟹,一等,,,,,,,,,,,,,,,,,,,
台,thai1,土來,透,平,开,咍,蟹,一等,,,,,,,,,,,,,,,,,,,
矛,miu2,莫浮,明,尤,平,开,流,三等,,,,,,,,,,,,,,,,,,,
糾,giu1,居求,見,尤,平,开,流,三等,,,,,,,,,,,,,,,,,,,
母,mu3 meu3,莫厚,明,侯,上,开,流,一等,詩韻為虞韻,,,,,,,,,,,,,,,,,,
幼,iu5,伊謬,影,幽,去,开,流,三等,,,,,,,,,,,,,,,,,,,
絲,si1,息兹,心,之,平,开,止,三等,,,,,,,,,,,,,,,,,,,
式,seik8,賞職,書,職,入,开,曾,三等,縉雲話一式為same意,,,,,,,,,,,,,,,,,,
刑,ian2,户經,匣,青,平,开,梗,四等,,,,,,,,,,,,,,,,,,,
動,daong3,徒揔,定,東,上,合,通,一等,,,,,,,,,,,,,,,,,,,
扛,gong1,古雙,見,江,平,开,江,二等,,,,,,,,,,,,,,,,,,,
寺,zi5,祥吏,邪,之,去,开,止,三等,,,,,,,,,,,,,,,,,,,
吉,git7,居質,見,質,入,开,臻,重钮四等,,,,,,,,,,,,,,,,,,,
扣,kheu6,苦後,溪,侯,去,开,流,一等,,,,,,,,,,,,,,,,,,,
考,khau4,苦浩,溪,豪,上,开,效,一等,,,,,,,,,,,,,,,,,,,
托,thok7,他各,透,鐸,入,开,宕,一等,,,,,,,,,,,,,,,,,,,
老,lau3,盧晧,來,豪,上,开,效,一等,,,,,,,,,,,,,,,,,,,
執,dzip,之入,章,緝,入,开,深,三等,,,,,,,,,,,,,,,,,,,
鞏,gong4,居悚,見,鍾,上,合,通,三等,,,,,,,,,,,,,,,,,,,
圾,giap7 ngip7,渠劫 ,群,業,入,开,咸,三等,,,,,,,,,,,,,,,,,,,
圾,ngip7,渠劫 ,疑,緝,入,开,深,重钮三等,,,,,,,,,,,,,,,,,,,
擴,khok7,乎曠,溪,鐸,入,合,宕,一等,,,,,,,,,,,,,,,,,,,
掃,sau4,蘇老,心,豪,上,开,效,一等,,,,,,,,,,,,,,,,,,,
地,di5,徒四,定,脂,去,开,止,三等,,,,,,,,,,,,,,,,,,,
揚,ioong2,與章,以,陽,平,开,宕,三等,,,,,,,,,,,,,,,,,,,
場,dzioong2,直良,澄,陽,平,开,宕,三等,,,,,,,,,,,,,,,,,,,
耳,nji3,而止,日,之,上,开,止,三等,,,,,,,,,,,,,,,,,,,
共,gaong5,九容,群,鍾,去,合,通,三等,,,,,,,,,,,,,,,,,,,
芒,mong2,莫郎,明,唐,平,开,宕,一等,,,,,,,,,,,,,,,,,,,
亞,a5,衣嫁,影,麻,去,开,假,二等,,,,,,,,,,,,,,,,,,,
芝,dzi1,止而,章,之,平,开,止,三等,,,,,,,,,,,,,,,,,,,
朽,hiu4,許久,曉,尤,上,开,流,三等,,,,,,,,,,,,,,,,,,,
樸,phok7,博木,滂,覺,入,开,江,二等,,,,,,,,,,,,,,,,,,,
機,gi1,居依,見,微,平,开,止,三等,,,,,,,,,,,,,,,,,,,
權,guen2,巨員,群,仙,平,合,山,重钮三等,,,,,,,,,,,,,,,,,,,
過,gua6,古臥,見,戈,去,合,果,一等,,,,,,,,,,,,,,,,,,,
臣,zen2,植鄰,禪,真,平,开,臻,三等,,,,,,,,,,,,,,,,,,,
再,dzai6,作代,精,咍,去,开,蟹,一等,,,,,,,,,,,,,,,,,,,
協,iap7,胡頰,匣,帖,入,开,咸,四等,,,,,,,,,,,,,,,,,,,
西,sei1,先稽,心,齊,平,开,蟹,四等,,,,,,,,,,,,,,,,,,,
壓,ap7,烏甲,影,狎,入,开,咸,二等,,,,,,,,,,,,,,,,,,,
厭,iem6 iap7,於豔,影,鹽,去,开,咸,重钮四等,,,,,,,,,,,,,,,,,,,
厭,iap7,於葉,影,葉,入,开,咸,重钮四等,,,,,,,,,,,,,,,,,,,
在,zai3,昨宰,從,咍,上,开,蟹,一等,另有去聲,,,,,,,,,,,,,,,,,,
有,iu3,昨代,云,尤,上,开,流,三等,,,,,,,,,,,,,,,,,,,
百,bak8,云久,幫,陌,入,开,梗,二等,,,,,,,,,,,,,,,,,,,
存,zun2,徂尊,從,魂,平,合,臻,一等,,,,,,,,,,,,,,,,,,,
而,nji2,如之,日,之,平,开,止,三等,,,,,,,,,,,,,,,,,,,
頁,iap8,胡結,以,葉,入,开,咸,三等,,,,,,,,,,,,,,,,,,,
匠,zioong6,疾亮,從,陽,去,开,宕,三等,,,,,,,,,,,,,,,,,,,
誇,khua1,苦瓜,溪,麻,平,合,假,二等,,,,,,,,,,,,,,,,,,,
奪,dat7,徒活,定,末,入,合,山,一等,,,,,,,,,,,,,,,,,,,
灰,huai1,呼恢,曉,灰,平,合,蟹,一等,,,,,,,,,,,,,,,,,,,
達,dat7,唐割,定,曷,入,开,山,一等,,,,,,,,,,,,,,,,,,,
列,liat7,良薛,來,薛,入,开,山,三等,,,,,,,,,,,,,,,,,,,
死,si4,息姊,心,脂,上,开,止,三等,,,,,,,,,,,,,,,,,,,
成,zan2,是征,禪,清,平,开,梗,三等,,,,,,,,,,,,,,,,,,,
夾,gat7,古洽,見,洽,入,开,咸,二等,,,,,,,,,,,,,,,,,,,
軌,gui4,居洧,見,脂,上,合,止,重钮三等,,,,,,,,,,,,,,,,,,,
邪,ia2 zia2,以遮,以,麻,平,开,假,三等,,,,,,,,,,,,,,,,,,,
邪,zia2,似嗟,邪,麻,平,开,假,三等,,,,,,,,,,,,,,,,,,,
劃,uak7,胡麥,匣,麥,入,合,梗,二等,,,,,,,,,,,,,,,,,,,
邁,mai5,莫話,明,夬,去,开,蟹,二等,,,,,,,,,,,,,,,,,,,
畢,bit7,卑吉,幫,質,入,开,臻,重钮四等,,,,,,,,,,,,,,,,,,,
至,dzi6,脂利,章,脂,去,开,止,三等,,,,,,,,,,,,,,,,,,,
此,tshi4,雌氏,清,支,上,开,止,三等,,,,,,,,,,,,,,,,,,,
貞,dzan1,陟盈,知,清,平,开,梗,三等,,,,,,,,,,,,,,,,,,,
師,si1,疏夷,生,平,开,脂,止,三等,,,,,,,,,,,,,,,,,,,
塵,dzen2,直珍,澄,真,平,开,臻,三等,,,,,,,,,,,,,,,,,,,
尖,dziem1,子廉,精,鹽,平,开,咸,三等,,,,,,,,,,,,,,,,,,,
劣,liat7,力輟,來,薛,入,合,山,三等,,,,,,,,,,,,,,,,,,,
光,gong1,古黄,見,唐,平,合,宕,一等,,,,,,,,,,,,,,,,,,,
當,dong1 dong5,都郎,端,唐,平,开,宕,一等,,,,,,,,,,,,,,,,,,,
當,dong5,丁浪,端,唐,去,开,宕,一等,,,,,,,,,,,,,,,,,,,
早,dzau4,子晧,精,豪,上,开,效,一等,,,,,,,,,,,,,,,,,,,
吐,tho4,他魯,透,模,上,合,遇,一等,,,,,,,,,,,,,,,,,,,
吐,tho6,湯故,透,模,去,合,遇,一等,,,,,,,,,,,,,,,,,,,
嚇,hak8 ha5,呼格,曉,陌,入,开,梗,二等,,,,,,,,,,,,,,,,,,,
嚇,ha5,呼訝,曉,麻,去,开,假,二等,,,,,,,,,,,,,,,,,,,
蟲,dzaong2,直弓,澄,東,平,合,通,三等,,,,,,,,,,,,,,,,,,,
曲,khiok7,丘玉,溪,燭,入,合,通,三等,,,,,,,,,,,,,,,,,,,
團,duang2,度官,定,桓,平,合,山,一等,,,,,,,,,,,,,,,,,,,
同,daong2,徒紅,定,東,平,合,通,一等,,,,,,,,,,,,,,,,,,,
吊,dio6,多嘯,端,蕭,去,开,效,四等,,,,,,,,,,,,,,,,,,,
吃,gut7,居乞,見,迄,入,开,臻,三等,,,,,,,,,,,,,,,,,,,
因,jen1,於真,影,真,平,开,臻,重钮四等,,,,,,,,,,,,,,,,,,,
吸,hip8,許及,曉,緝,入,开,深,重钮三等,,,,,,,,,,,,,,,,,,,
嶼,zv3,徐吕,邪,魚,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
帆,vam1,符咸,奉,凡,平,合,咸,三等,,,,,,,,,,,,,,,,,,,
歲,sei6,相鋭,心,祭,去,合,蟹,三等,,,,,,,,,,,,,,,,,,,
回,uai2,户恢,匣,灰,平,合,蟹,一等,,,,,,,,,,,,,,,,,,,
豈,khi4,袪狶,溪,微,上,开,止,三等,,,,,,,,,,,,,,,,,,,
剛,gong1,古郎,見,唐,平,开,宕,一等,,,,,,,,,,,,,,,,,,,
則,dzok7,子德,精,德,入,开,曾,一等,,,,,,,,,,,,,,,,,,,
肉,njouk7,子德,日,屋,入,合,通,三等,,,,,,,,,,,,,,,,,,,
網,mong3,文兩,微,陽,上,合,宕,三等,,,,,,,,,,,,,,,,,,,
年,nien2,奴顛,泥,先,平,开,山,四等,,,,,,,,,,,,,,,,,,,
朱,dzu1,章俱,章,虞,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
先,sien1,蘇前,心,先,平,开,山,四等,,,,,,,,,,,,,,,,,,,
丟,diu1,丁羞,端,幽,平,开,流,三等,,,,,,,,,,,,,,,,,,,
舌,ziat7,食列,船,薛,入,开,山,三等,,,,,,,,,,,,,,,,,,,
竹,dzouk7 douk7,張六,知,屋,入,合,通,三等,douk7為知dj聲母殘留,,,,,,,,,,,,,,,,,,
遷,tshien1,七然,清,仙,平,开,山,三等,,,,,,,,,,,,,,,,,,,
喬,gieu2,舉喬,見,宵,平,开,效,重钮三等,,,,,,,,,,,,,,,,,,,
偉,ui4,于鬼,云,微,上,合,止,三等,,,,,,,,,,,,,,,,,,,
傳,dzuen2,直攣,澄,仙,平,合,山,三等,,,,,,,,,,,,,,,,,,,
傳,dzuen6,直戀,澄,仙,去,合,山,三等,,,,,,,,,,,,,,,,,,,
休,hiu1,許尤,曉,尤,平,开,流,三等,,,,,,,,,,,,,,,,,,,
伍,ngo3,疑古,疑,模,上,合,遇,一等,,,,,,,,,,,,,,,,,,,
伏,vouk7,房六,奉,屋,入,合,通,三等,,,,,,,,,,,,,,,,,,,
優,iu1,於求,影,尤,平,開,流,三等,,,,,,,,,,,,,,,,,,,
伐,vuat7,房越,奉,月,入,合,山,三等,,,,,,,,,,,,,,,,,,,
延,ien2,以然,以,仙,平,開,山,三等,,,,,,,,,,,,,,,,,,,
件,gien3,其輦,群,仙,上,開,山,三等,,,,,,,,,,,,,,,,,,,
任,njim5 njim2,汝鴆,日,侵,去,開,深,三等,,,,,,,,,,,,,,,,,,,
任,njim2,如林,日,侵,平,開,深,三等,,,,,,,,,,,,,,,,,,,
傷,sioong1,式羊,書,陽,平,開,宕,三等,,,,,,,,,,,,,,,,,,,
價,ga6,古訝,見,麻,去,開,假,二等,,,,,,,,,,,,,,,,,,,
份,vun5,扶問,奉,文,去,合,臻,三等,,,,,,,,,,,,,,,,,,,
華,ua2,户花,匣,麻,平,合,假,二等,,,,,,,,,,,,,,,,,,,
仰,ngioong3,魚兩,疑,陽,上,開,宕,三等,,,,,,,,,,,,,,,,,,,
仿,fong4,妃兩,敷,陽,上,合,宕,三等,,,,,,,,,,,,,,,,,,,
夥,hua4,呼果,曉,戈,上,合,果,一等,,,,,,,,,,,,,,,,,,,
偽,ngi5,危睡,疑,支,去,合,止,重钮三等,,,,,,,,,,,,,,,,,,,
自,zi5,疾二,從,脂,去,開,止,三等,,,,,,,,,,,,,,,,,,,
血,huat7,呼決,曉,屑,入,合,山,四等,,,,,,,,,,,,,,,,,,,
向,hioong6,式亮,曉,陽,去,開,宕,三等,,,,,,,,,,,,,,,,,,,
似,zi3,詳里,邪,之,上,開,止,三等,,,,,,,,,,,,,,,,,,,
後,eu3,胡遘,匣,侯,上,開,流,一等,,,,,,,,,,,,,,,,,,,
行,an2 ong2,户庚,匣,庚,平,開,梗,二等,,,,,,,,,,,,,,,,,,,
行,ong2,胡郎,匣,唐,平,開,宕,一等,,,,,,,,,,,,,,,,,,,
舟,dziu1,職流,章,尤,平,開,流,三等,,,,,,,,,,,,,,,,,,,
全,zuen2,疾縁,從,仙,平,合,山,三等,,,,,,,,,,,,,,,,,,,
會,uai5 guai6,黄外,匣,泰,去,合,蟹,一等,,,,,,,,,,,,,,,,,,,
會,guai6,古外,見,泰,去,合,蟹,一等,,,,,,,,,,,,,,,,,,,
殺,sat7,所八,生,黠,入,開,山,二等,,,,,,,,,,,,,,,,,,,
合,ap7,侯閤,匣,合,入,開,咸,一等,,,,,,,,,,,,,,,,,,,
兆,dzieu3,治小,澄,宵,上,開,效,三等,,,,,,,,,,,,,,,,,,,
企,khi4,丘弭,溪,支,上,開,止,重钮四等,,,,,,,,,,,,,,,,,,,
眾,dzaong6,職戎,章,東,去,合,通,三等,,,,,,,,,,,,,,,,,,,
爺,ia2,以遮,以,麻,平,開,假,三等,,,,,,,,,,,,,,,,,,,
傘,sang4,蘇旱,心,寒,上,開,山,一等,,,,,,,,,,,,,,,,,,,
創,tshong6,初亮,初,陽,去,開,宕,三等,,,,,,,,,,,,,,,,,,,
創,tshong1 ,初良,初,陽,平,開,宕,三等,,,,,,,,,,,,,,,,,,,
肌,gi1,居夷,見,脂,平,開,止,重钮三等,,,,,,,,,,,,,,,,,,,
朵,dua4,丁果,端,戈,上,合,果,一等,,,,,,,,,,,,,,,,,,,
雜,zap7,徂合,從,合,入,開,咸,一等,,,,,,,,,,,,,,,,,,,
危,ngui1,魚為,疑,支,平,合,止,重钮三等,,,,,,,,,,,,,,,,,,,
旬,zun2,詳遵,邪,諄,平,合,臻,三等,,,,,,,,,,,,,,,,,,,
旨,dzi4,職雉,章,脂,上,開,止,三等,,,,,,,,,,,,,,,,,,,
負,vu3,房久,奉,尤,上,開,流,三等,,,,,,,,,,,,,,,,,,,
各,gok8,古落,見,鐸,入,開,宕,一等,,,,,,,,,,,,,,,,,,,
名,mian2,武并,明,清,平,開,梗,三等,,,,,,,,,,,,,,,,,,,
多,da1,得何,端,歌,平,開,果,一等,,,,,,,,,,,,,,,,,,,
爭,dzan1,側莖,莊,耕,平,開,梗,二等,,,,,,,,,,,,,,,,,,,
色,seik7,所力,生,職,入,開,曾,三等,,,,,,,,,,,,,,,,,,,
壯,dzong6,側亮,莊,陽,去,開,宕,三等,,,,,,,,,,,,,,,,,,,
沖,tshaong1,直弓,澄,東,平,合,通,三等,自擬音改為tsh聲母,,,,,,,,,,,,,,,,,,
冰,bian1,筆陵,幫,蒸,平,開,曾,三等,,,,,,,,,,,,,,,,,,,
莊,dzong1,側羊,莊,陽,平,開,宕,三等,,,,,,,,,,,,,,,,,,,
慶,khian6,丘敬,溪,庚,去,開,梗,三等,,,,,,,,,,,,,,,,,,,
亦,ieik8,羊益,以,昔,入,開,梗,三等,,,,,,,,,,,,,,,,,,,
劉,liu2,力求,來,尤,平,開,流,三等,,,,,,,,,,,,,,,,,,,
齊,zei2,徂奚,從,齊,平,開,蟹,四等,,,,,,,,,,,,,,,,,,,
交,gao1,古肴,見,肴,平,開,效,二等,,,,,,,,,,,,,,,,,,,
次,tshi6,七四,清,脂,去,開,止,三等,,,,,,,,,,,,,,,,,,,
衣,i1,於希,影,微,平,開,止,三等,,,,,,,,,,,,,,,,,,,
衣,i5,於既,影,微,去,開,止,三等,,,,,,,,,,,,,,,,,,,
產,sang4,所簡,生,山,上,開,山,二等,,,,,,,,,,,,,,,,,,,
決,guat7,古穴,見,屑,入,合,山,四等,,,,,,,,,,,,,,,,,,,
充,tshaong1,昌終,昌,東,平,合,通,三等,,,,,,,,,,,,,,,,,,,
妄,mong5,巫放,微,陽,去,合,宕,三等,,,,,,,,,,,,,,,,,,,
閉,bei6,博計,幫,齊,去,開,蟹,四等,,,,,,,,,,,,,,,,,,,
問,mun5,亡運,微,文,去,合,臻,三等,,,,,,,,,,,,,,,,,,,
闖,tshong4,初兩,初,陽,上,开,宕,三等,,,,,,,,,,,,,,,,,,,
羊,ioong2,與章,以,陽,平,開,宕,三等,,,,,,,,,,,,,,,,,,,
並,bian3,蒲迥,並,青,上,開,梗,四等,,,,,,,,,,,,,,,,,,,
關,guang1,古還,見,删,平,合,山,二等,,,,,,,,,,,,,,,,,,,
米,mei3,莫禮,明,齊,上,開,蟹,四等,,,,,,,,,,,,,,,,,,,
燈,dan1,都縢,端,登,平,開,曾,一等,,,,,,,,,,,,,,,,,,,
州,dziu1,職流,章,尤,平,開,流,三等,,,,,,,,,,,,,,,,,,,
汗,ang5 ang2,侯旰,匣,寒,去,開,山,一等,,,,,,,,,,,,,,,,,,,
汗,ang2,胡安,匣,寒,平,開,山,一等,,,,,,,,,,,,,,,,,,,
汙,u1 o6,羽俱,云,虞,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
汙,o6,烏路,影,模,去,合,遇,一等,,,,,,,,,,,,,,,,,,,
江,gong1,古雙,見,江,平,開,江,二等,,,,,,,,,,,,,,,,,,,
池,dzi2,直離,澄,支,平,開,止,三等,,,,,,,,,,,,,,,,,,,
湯,thong1 sioong1,吐郎,透,唐,平,開,宕,一等,,,,,,,,,,,,,,,,,,,
湯,sioong1,式羊,書,陽,平,開,宕,三等,,,,,,,,,,,,,,,,,,,
湯,thong6,他浪,透,唐,去,開,宕,一等,,,,,,,,,,,,,,,,,,,
忙,mong2,莫郎,明,唐,平,開,宕,一等,,,,,,,,,,,,,,,,,,,
興,hian1 hian5,虚陵,曉,蒸,平,開,曾,三等,,,,,,,,,,,,,,,,,,,
興,hian5,許應,曉,蒸,去,開,曾,三等,,,,,,,,,,,,,,,,,,,
宇,u3,王矩,云,虞,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
守,siu4,舒救,書,尤,上,開,流,三等,,,,,,,,,,,,,,,,,,,
宅,dzak8,場伯,澄,陌,入,開,梗,二等,,,,,,,,,,,,,,,,,,,
字,zi5,疾置,從,之,去,開,止,三等,,,,,,,,,,,,,,,,,,,
安,ang1,烏寒,影,寒,平,開,山,一等,,,,,,,,,,,,,,,,,,,
講,gong4,古項,見,江,上,開,江,二等,,,,,,,,,,,,,,,,,,,
軍,gun1,舉云,見,文,平,合,臻,三等,,,,,,,,,,,,,,,,,,,
許,hv4,虚吕,曉,魚,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
論,lun5 lun2,盧困,來,魂,去,合,臻,一等,,,,,,,,,,,,,,,,,,,
論,lun2,盧昆,來,魂,平,合,臻,一等,,,,,,,,,,,,,,,,,,,
農,naong2,奴冬,泥,冬,平,合,通,一等,,,,,,,,,,,,,,,,,,,
諷,faong5,方鳯,非,東,去,合,通,三等,,,,,,,,,,,,,,,,,,,
設,siat7,識列,書,薛,入,開,山,三等,,,,,,,,,,,,,,,,,,,
訪,fong4,敷亮,敷,陽,去,合,宕,三等,縉雲話蘇州話等吳語為上聲，以之爲準,,,,,,,,,,,,,,,,,,
尋,zim2,徐林,邪,侵,平,開,深,三等,,,,,,,,,,,,,,,,,,,
那,na3 na5,奴可,泥,歌,上,開,果,一等,,,,,,,,,,,,,,,,,,,
那,na5,奴箇,泥,歌,去,開,果,一等,另有平聲,,,,,,,,,,,,,,,,,,
迅,sen6,息晉,心,真,去,開,臻,三等,,,,,,,,,,,,,,,,,,,
盡,zen3,慈忍,從,真,上,開,臻,三等,另有精聲母,,,,,,,,,,,,,,,,,,
導,dau5,徒到,定,豪,去,開,效,一等,,,,,,,,,,,,,,,,,,,
異,ii5,羊吏,以,之,去,開,止,三等,,,,,,,,,,,,,,,,,,,
孫,sun1,思渾,心,魂,平,合,臻,一等,,,,,,,,,,,,,,,,,,,
陣,dzen5,直刃,澄,真,去,開,臻,三等,,,,,,,,,,,,,,,,,,,
陽,ioong2,與章,以,陽,平,開,宕,三等,,,,,,,,,,,,,,,,,,,
收,siu1,舒救,書,尤,平,開,流,三等,,,,,,,,,,,,,,,,,,,
階,gai1,古諧,見,皆,平,開,蟹,二等,,,,,,,,,,,,,,,,,,,
陰,im1,於金,影,侵,平,開,深,重钮三等,,,,,,,,,,,,,,,,,,,
防,vong2,符方,奉,陽,平,合,宕,三等,,,,,,,,,,,,,,,,,,,
奸,gang1,古颜,見,寒,平,開,山,一等,,,,,,,,,,,,,,,,,,,
如,njv2,人諸,日,魚,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
婦,vu3,房久,奉,尤,上,開,流,三等,,,,,,,,,,,,,,,,,,,
好,hau4 hau6,呼晧,曉,豪,上,開,效,一等,,,,,,,,,,,,,,,,,,,
好,hau6,呼到,曉,豪,去,開,效,一等,,,,,,,,,,,,,,,,,,,
媽,ma1,莫霞,明,麻,平,开,假,二等,,,,,,,,,,,,,,,,,,,
戲,hi6,香義,曉,支,去,開,止,重钮三等,,,,,,,,,,,,,,,,,,,
羽,u3,王遇,云,虞,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
觀,guang1 guang6,古丸,見,桓,平,合,山,一等,,,,,,,,,,,,,,,,,,,
觀,guang6,古玩,見,桓,去,合,山,一等,,,,,,,,,,,,,,,,,,,
歡,huang1,呼官,曉,桓,平,合,山,一等,,,,,,,,,,,,,,,,,,,
買,mai3,莫蟹,明,佳,上,開,蟹,二等,,,,,,,,,,,,,,,,,,,
紅,aong1,户公,匣,東,平,合,通,一等,,,,,,,,,,,,,,,,,,,
纖,siem1,息廉,心,鹽,平,開,咸,三等,,,,,,,,,,,,,,,,,,,
級,gip7,居立,見,緝,入,開,深,重钮三等,,,,,,,,,,,,,,,,,,,
約,iok7,於略,影,藥,入,開,宕,三等,查詩韻是否有去聲,,,,,,,,,,,,,,,,,,
紀,gi3,居理,見,之,上,開,止,三等,,,,,,,,,,,,,,,,,,,
馳,dzi2,直離,澄,支,平,開,止,三等,,,,,,,,,,,,,,,,,,,
巡,zun2,詳遵,邪,諄,平,合,臻,三等,,,,,,,,,,,,,,,,,,,
壽,ziu5 ziu3,承呪,禪,尤,去,開,流,三等,兩聲皆可,,,,,,,,,,,,,,,,,,
壽,ziu3,殖酉,禪,尤,上,開,流,三等,,,,,,,,,,,,,,,,,,,
弄,laong6,盧貢,來,東,去,合,通,一等,,,,,,,,,,,,,,,,,,,
麥,mak7,莫獲,明,麥,入,開,梗,二等,,,,,,,,,,,,,,,,,,,
形,ian2,户經,匣,青,平,開,梗,四等,,,,,,,,,,,,,,,,,,,
進,dzen6,即刃,精,真,去,開,臻,三等,,,,,,,,,,,,,,,,,,,
戒,gai6,古拜,見,皆,去,開,蟹,二等,,,,,,,,,,,,,,,,,,,
吞,then1,他前,透,痕,平,開,臻,一等,,,,,,,,,,,,,,,,,,,
遠,iuen3,雲阮,云,元,上,合,山,三等,,,,,,,,,,,,,,,,,,,
違,ui2,雨非,云,微,平,合,止,三等,,,,,,,,,,,,,,,,,,,
運,un5,王問,云,文,去,合,臻,三等,,,,,,,,,,,,,,,,,,,
扶,vu2,防無,奉,虞,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
撫,fu4,芳武,敷,虞,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
壇,dang2,徒干,定,寒,平,開,山,一等,,,,,,,,,,,,,,,,,,,
技,gi3,渠綺,群,支,上,開,止,重钮三等,,,,,,,,,,,,,,,,,,,
壞,uai5,胡怪,匣,皆,去,合,蟹,二等,,,,,,,,,,,,,,,,,,,
擾,njieu3,而沼,日,宵,上,開,效,三等,,,,,,,,,,,,,,,,,,,
拒,gv3,其吕,群,魚,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
找,dzao4,側絞,莊,肴,上,開,效,二等,,,,,,,,,,,,,,,,,,,
批,phei1,匹迷,滂,齊,平,開,蟹,四等,,,,,,,,,,,,,,,,,,,
扯,tshia4,昌者,昌,麻,上,開,假,三等,,,,,,,,,,,,,,,,,,,
址,dzi4,諸市,章,之,上,開,止,三等,,,,,,,,,,,,,,,,,,,
走,dziu4 dzeu4,子苟,精,侯,上,開,流,一等,,,,,,,,,,,,,,,,,,,
抄,tshao1,初教,初,肴,平,開,效,二等,,,,,,,,,,,,,,,,,,,
壩,ba6,必駕,幫,麻,去,開,假,二等,,,,,,,,,,,,,,,,,,,
貢,gaong6,古送,見,東,去,合,通,一等,,,,,,,,,,,,,,,,,,,
攻,gaong1,古紅,見,東,平,合,通,一等,,,,,,,,,,,,,,,,,,,
赤,tsheik7,昌石,昌,昔,入,開,梗,三等,,,,,,,,,,,,,,,,,,,
折,dziat7,旨熱,章,薛,入,開,山,三等,,,,,,,,,,,,,,,,,,,
折,ziat7,常列,禪,薛,入,開,山,三等,,,,,,,,,,,,,,,,,,,
抓,dzao4 dzao1,側絞,莊,肴,上,開,效,二等,,,,,,,,,,,,,,,,,,,
抓,dzao1,側交,莊,肴,平,開,效,二等,,,,,,,,,,,,,,,,,,,
扮,bang6,晡幻,幫,山,去,開,山,二等,,,,,,,,,,,,,,,,,,,
搶,tshioong1 tshioong4,七羊,清,陽,平,開,宕,三等,,,,,,,,,,,,,,,,,,,
搶,tshioong4,七兩,清,陽,上,開,宕,三等,,,,,,,,,,,,,,,,,,,
